BVAExport,Image,Gel_1_Run_1_Pig_1807_45034 CY3.gel,,Gel_1_Run_1_Pig_1807_45034 CY5.gel,,Gel_1_Run_2_Pig_1807_45046 CY3.gel,,Gel_1_Run_2_Pig_1807_45046 CY5.gel,,Gel_2_Run_1_4810_45035 CY3.gel,,Gel_2_Run_1_4810_45035 CY5.gel,,Gel_2_Run_2_Pig_4810_45047 CY3.gel,,Gel_2_Run_2_Pig_4810_45047 CY5.gel,,Gel_3_Run_1_Pig_1209_45036 CY3.gel,,Gel_3_Run_1_Pig_1209_45036 CY5.gel,,Gel_3_Run_2_Pig_1209_45048 CY3.gel,,Gel_3_Run_2_Pig_1209_45048 CY5.gel,,Gel_4_Run_1_Pig_1906_45037 CY3.gel,,Gel_4_Run_1_Pig_1906_45037 CY5.gel,,Gel_4_Run_2_Pig_1906_45049 CY3.gel,,Gel_4_Run_2_Pig_1906_45049 CY5.gel,,Gel_5_Run_1_Pig_3908_45038 CY3.gel,,Gel_5_Run_1_Pig_3908_45038 CY5.gel,,Gel_5_Run_2_Pig_3908_45050 CY3.gel,,Gel_5_Run_2_Pig_3908_45050 CY5.gel,,Gel_6_Run_1_Pig_3106_45039 CY3.gel,,Gel_6_Run_1_Pig_3106_45039 CY5.gel,,Gel_6_Run_2_Pig_3106_45051 CY3.gel,,Gel_6_Run_2_Pig_3106_45051 CY5.gel,,Gel_7_Run_1_Pig_2107_45040 CY3.gel,,Gel_7_Run_1_Pig_2107_45040 CY5.gel,,Gel_7_Run_2_Pig_2107_45052 CY3.gel,,Gel_7_Run_2_Pig_2107_45052 CY5.gel,,Gel_8_Run_1_Pig_2712_45041 CY3.gel,,Gel_8_Run_1_Pig_2712_45041 CY5.gel,,Gel_8_Run_2_Pig_2712_44495 CY3.gel,,Gel_8_Run_2_Pig_2712_44495 CY5.gel,
,Group,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,
Master No.,ProteinID,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume
402,,,,,,-6.597694,44427,5.429877,4130397,7.137474,13649458,-5.879788,15299,6.97568,13750085,-4.576157,19718,1.664114,26620,2.088712,425211,,,,,3.144634,6609338,-5.714619,14610,2.848684,3339272,-6.662645,5990,,,,,-5.395801,55399,5.636437,7465555,4.536435,8357107,-7.67608,9704,4.702667,5679544,-8.47059,7510,-1.495968,75521,-1.134376,521053,,,,,3.450366,6678947,-6.289073,14410,3.769027,4014982,-6.201429,8727
399,,-1.535055,67288,-1.128666,502207,-1.788094,98054,1.447285,658525,2.397968,1516966,-1.117627,26625,3.440361,1576431,3.134917,65757,2.61824,84509,1.176032,483074,-1.416512,46800,2.02326,454361,2.535903,1951863,-1.192984,25629,2.327116,1759005,-1.220453,21086,1.037005,81283,1.140869,697920,-1.491315,74350,1.390112,682967,,,,,2.1317,1438892,-1.535007,23162,2.201516,141564,1.630951,548682,2.119782,122719,1.122721,562703,1.803368,1307940,-1.321126,25702,1.590938,916432,-1.469572,19914
398,,-1.389098,62580,-1.231154,387474,,,,,,,,,2.237593,2141680,-1.233553,35519,3.836799,151693,1.183105,595279,-2.378325,14700,2.44852,289985,2.489288,2042505,1.103731,35975,2.393148,2285749,1.17307,38146,1.275379,102327,-1.024305,611326,-1.315619,99758,1.271317,739318,2.127461,1748447,-1.017319,32665,2.169334,1849639,-1.5474,29023,,,,,-1.251071,55202,-1.338419,446716,2.047732,1489013,-1.473933,23097,1.939605,1268305,-1.295419,25645
397,,,,,,1.49552,169391,2.704467,794955,3.486094,1648454,3.122254,69448,2.489761,629610,2.159379,24997,7.392645,165308,-1.142495,249081,-1.247411,74725,1.702064,537446,3.411165,1664425,2.645264,51272,2.747709,1271613,2.708339,42673,2.831368,211459,1.841707,1073499,2.015856,192189,2.15769,911502,3.790913,1721797,3.071195,56402,3.235126,1738501,2.03619,57635,,,,,,,,,2.157722,882747,2.055236,39365,1.869073,541474,1.605838,23635
396,,1.414619,195556,-1.07767,703935,1.344204,255172,1.176455,579570,3.548927,3420665,1.863118,84471,2.9081,1756865,2.580002,71350,2.828248,60459,1.631172,443756,-4.913682,16852,1.599656,448713,2.840787,1561319,2.585783,56454,2.475937,1564475,3.231997,69529,,,,,1.126515,81812,-1.391294,231292,2.078232,1451157,2.135206,60285,1.78006,929767,1.952813,53726,-1.530374,62440,1.708261,854011,-1.96113,89077,5.980644,9044960,2.381355,2683831,1.564737,82562,2.167604,1546862,1.644964,59639
394,,3.57275,902452,-1.38652,999728,2.598156,976512,1.037583,1012040,2.600113,6169575,3.71549,414699,2.464401,5518196,3.492374,357974,8.796882,759960,-5.646933,194693,2.489007,567089,-8.728868,88420,1.602041,4296922,3.561291,379438,1.5474,2278654,4.812458,241273,4.237637,1638028,1.805657,5447334,2.439707,1178227,1.870846,4003399,2.529885,8497336,2.601094,353254,2.741112,7779876,2.110194,315466,,,,,,,,,2.171149,6375856,2.538655,349028,2.024062,2804768,2.075867,146142
391,,-1.081023,309600,-4.520251,406312,,,,,-1.838391,1221595,-1.357986,77790,-1.775655,1226528,-1.247145,79940,3.044544,406785,-1.719566,988837,,,,,-1.072476,2003805,-1.587081,53789,-1.133557,1951454,-1.16383,64711,1.25749,287873,-4.077156,438218,-1.018952,360904,-3.519834,462938,-1.209865,1830287,1.653195,148023,-1.059281,2198865,1.422961,174577,-1.004365,225364,-3.714601,318796,,,,,-1.212159,1923607,-1.286399,84861,-1.119219,1740862,-1.257084,78744
390,,1.354766,126172,-1.870297,273259,,,,,-1.411697,641917,1.271549,54201,-1.396414,503443,1.276625,41084,,,,,,,,,-1.054177,886550,1.166815,43318,-1.174551,950163,1.516509,57621,2.219496,263631,-2.198131,421735,1.416301,212068,-2.783721,238338,-1.053592,528942,2.627239,59201,-1.05636,678208,2.163063,81626,1.939111,142810,-1.664529,231480,,,,,-1.196271,603912,1.264646,42774,,,,
387,,1.144662,176113,-3.601165,234454,,,,,,,,,3.096249,766125,1.64097,18587,4.85796,462920,-3.658736,331453,1.278666,292469,-3.12874,247649,-1.347485,2063397,2.801229,309389,-1.092757,1998891,3.331209,247731,6.270122,1824208,-3.691339,615128,3.853195,1584786,-2.686485,678367,-1.989913,901121,2.931686,212561,,,,,,,,,,,,,-2.307606,419911,1.735323,78724,,,,
385,,,,,,3.033044,486376,-2.913033,142860,-1.83683,305089,2.249562,59299,-1.186126,430433,2.424178,56656,6.088959,245521,-3.672328,139735,1.872078,211579,-2.804332,136522,-1.633151,517792,-1.305747,25726,-1.386367,436440,1.235918,25460,,,,,-1.142909,93112,-2.618201,180100,-2.161492,350048,4.64444,142090,-1.735987,408129,3.92922,146634,3.842276,1364944,-3.989143,465903,,,,,-1.824927,581557,11.236729,558323,-2.069342,311682,11.102356,363799
384,,1.325986,289307,-2.805817,426724,1.065766,237128,-1.539992,374943,-1.257419,712073,3.174412,133697,1.176917,1087779,2.703306,114376,4.359565,337122,-2.533879,388382,1.201885,252047,-2.044512,347466,1.070601,1887683,2.303386,161331,1.244659,1701994,2.846649,132528,5.174933,901687,-2.316338,587084,3.613845,728682,-1.777569,502622,-1.216518,1043745,2.392313,122823,-1.010577,951469,1.935084,98005,2.537305,716264,-4.740151,311571,3.809328,276563,-1.98506,316635,-2.139373,475547,4.085467,194594,-1.749359,509651,3.895934,176468
383,,3.269584,379705,-4.490235,141929,2.674678,383754,-2.984145,124774,,,,,-1.324867,561765,2.424539,82604,5.156642,285635,-4.286872,164439,1.62656,123641,-2.856879,90133,,,,,-2.026736,319970,3.10558,68567,,,,,1.937086,217937,-6.488343,76833,,,,,-1.734948,262358,3.515901,84295,3.100738,466230,-2.353603,334234,,,,,-2.056372,352407,8.873965,301073,-1.809045,287265,8.358996,220693
382,,4.089342,1958140,-9.034543,290851,3.279813,1558631,-11.37794,108391,-2.181881,1129017,5.468189,633620,-3.124321,656008,4.704951,441433,,,,,2.849748,1364187,-11.93452,135877,-3.478804,875445,7.772089,940256,-6.208872,324146,3.951164,270735,4.766691,1634376,-4.15377,644234,1.992355,1231342,-13.849237,197736,-7.25938,330749,3.166365,307403,-7.459413,320166,2.614447,328885,,,,,-2.600857,37470,-1.928717,437440,-4.108623,601709,4.037674,467328,-5.147181,380718,4.235771,421704
381,,3.267593,4839471,-22.08629,367988,2.861493,1784697,-6.549249,247140,-4.673744,930124,4.983374,1019021,-7.222753,457124,5.978418,903583,11.078349,6942848,-14.848942,537116,3.947895,2712901,-23.573944,98746,-5.345486,2343913,-1.093035,455349,-8.954644,691619,-1.20663,174746,2.956745,1345993,-12.996251,273377,1.811345,1195854,-11.894388,245943,-8.330482,509686,3.842893,659751,-8.698438,479549,3.001751,659528,,,,,2.37053,750584,-15.473975,177149,-5.645695,1001331,5.900134,1561582,-6.303671,743973,5.195422,1237867
380,,-1.367384,397804,-2.41119,1237983,,,,,-1.354721,2491033,1.054959,167463,-1.342261,3092166,1.094681,207985,4.784305,1174744,-1.545193,2022286,1.160048,912987,-1.36091,1959038,-1.167129,5584230,1.131515,292949,-1.356084,3726027,1.563387,268946,2.728413,1739731,-3.152171,1578750,,,,,,,,,-1.119916,4008352,1.750347,413866,2.417861,1484958,-3.9721,808931,1.787454,589046,-3.575787,797865,-1.164979,3928171,1.408253,301715,-1.288274,3050251,1.32843,265207
379,,,,,,1.390789,528122,-4.157606,237024,-2.075608,897467,2.397341,210062,-1.63378,808758,2.460772,148843,5.952822,915279,-3.025767,646690,1.492306,517615,-2.022737,580889,-1.44281,2439270,2.108006,294707,-1.107612,1934160,2.109966,153894,2.589386,318283,-4.406638,217701,1.984667,310674,-4.450942,155835,,,,,,,,,1.535932,926839,-3.974873,794251,3.28515,585428,-5.511497,279921,-1.421356,1521530,2.172454,219959,,,,
377,,1.396005,1710003,-2.901111,2317032,,,,,-2.115854,2405620,-1.75421,136485,-1.891335,3222420,-1.375801,202787,4.039914,1101875,-1.502228,2310603,1.033334,1308302,-1.198829,3577612,-1.005984,9030077,-1.068217,337810,-1.214946,1980509,-1.011044,81027,2.639792,1868831,-2.707322,2040852,1.423956,1193481,-1.488633,2494772,-1.105368,4131673,1.785774,329768,-1.035763,4909176,1.610675,431381,1.919414,328338,-3.434513,260577,2.023628,1042473,-4.266915,1045218,-1.055101,4964046,1.223141,299926,1.028575,5640085,1.00721,280590
375,,-1.562183,2200404,-2.551611,7392757,-1.099954,2502474,-1.569239,4552163,1.092991,18598709,-1.213462,659620,1.1201,16113176,-1.311128,502255,2.827208,3512896,-1.04099,15190149,1.148379,2332697,1.143219,7866576,1.518811,19521359,-1.024339,498439,1.251806,15721965,-1.643028,260250,1.203912,3279911,-2.235607,9510930,-1.306844,2696690,-2.0784,7513203,1.311489,31041021,1.106152,1058608,1.235427,20470473,-1.188807,734148,-1.086962,2711283,-2.632143,5857719,1.382315,2510669,-3.421423,4595814,1.452901,30767287,-1.158846,855530,1.16254,22804215,-1.176824,846834
374,,1.154039,3836005,-3.075663,5930707,,,,,-1.256884,13726814,1.35103,1096437,-1.101168,12185150,1.020343,626723,4.089583,5171441,-1.392813,11554225,-1.221002,1383127,-1.195059,4787101,1.378968,20189812,1.402652,815789,1.581069,19768915,1.526266,649723,1.747735,3331022,-3.251989,4574083,1.13537,3296436,-2.684505,4792283,-1.029967,24185027,2.016193,2030725,1.100324,13622913,1.08896,710143,1.51179,3540706,-3.126885,3918640,1.875074,2771460,-3.485558,3671172,1.059722,16227076,1.178311,844727,1.022418,21471540,1.380651,1473062
373,,1.311943,1522968,-2.369552,2688414,-1.051053,1222524,-1.13627,2934696,,,,,-1.548355,406786,-1.669317,17272,3.090533,1208992,-1.229849,4047988,,,,,,,,,1.117419,1333213,-1.028482,39496,,,,,,,,,1.054899,8987859,1.446604,498361,1.205923,10064467,1.230657,540994,1.314523,1066327,-3.370563,1259124,,,,,1.238553,11779875,1.10122,490352,1.186305,5590814,-1.070735,223614
372,,-1.355198,61852,-1.277823,359975,,,,,1.953466,558077,2.927543,39341,1.639433,1101438,2.119091,65172,3.861048,147136,-1.02823,471655,,,,,2.717384,1024025,3.488078,52215,2.34007,1438628,2.463738,51568,5.46246,126691,2.247065,406747,1.718677,100494,1.757357,455308,2.762766,660660,5.050558,48834,2.034785,953013,2.79095,68852,,,,,2.765338,88182,1.266996,349779,2.233394,410997,5.960063,51349,,,,
371,,-1.514887,759977,-2.037902,3100158,-1.55585,628240,-1.386177,1829941,1.59441,11386280,-1.017622,330103,1.554338,11283467,-1.024999,324204,2.669888,1385740,1.347987,8903802,-1.090577,698018,1.227554,3165532,-1.389142,3840226,1.259459,266893,1.326406,10337071,-2.005808,132281,1.015385,888258,-2.291851,2979019,1.806586,1502146,-2.309219,1595467,1.706521,10902198,1.263967,326503,1.625538,10572278,-1.072005,319565,1.063697,1025441,-2.757314,1829176,1.302675,458309,-3.51496,866540,2.658283,17713124,1.213273,378495,2.102152,15808134,-1.04039,367217
370,,,,,,-1.812854,2778353,-1.592433,8208268,,,,,-1.459905,4489807,1.52275,456905,,,,,1.528964,1450651,-1.072847,2995788,1.102341,5517798,1.535506,305317,1.245394,4647387,1.772944,225249,2.342419,2312832,-2.640928,2917924,1.537453,2082191,-2.748707,2183182,,,,,-1.003242,6998241,2.130971,788055,,,,,,,,,1.216039,9393501,2.073804,749990,,,,
368,,,,,,1.181308,1530262,-1.615348,2081130,1.434961,2596747,-1.148021,74147,,,,,2.904514,714094,1.225808,3835352,-1.006052,451888,1.169815,1801573,,,,,-1.21349,3549443,-1.798135,81553,1.13704,532765,-3.069025,1191545,1.467761,540442,-1.850831,881509,1.990216,9349372,1.375329,261239,2.161347,7862327,1.144777,219347,1.517788,848890,-2.761693,1059531,1.747733,135752,-3.087564,217792,3.237628,15076128,1.087143,237005,,,,
367,,1.102793,2302355,-2.306104,4968048,1.276618,1635048,-1.912443,1737976,1.378885,11142838,1.274545,484481,1.089951,10216638,1.295966,556083,4.124485,2925160,1.087139,9812193,-1.294764,808395,1.452511,5150119,-1.007866,12617885,-1.2637,399756,-1.06941,12144454,-1.067938,414040,1.806896,2646706,-2.108747,5421248,1.225386,1941787,-1.989608,3529075,1.354409,17058324,2.103693,1071317,1.460284,11384188,1.841989,756373,1.867018,2682326,-3.397124,2212588,2.325558,1757540,-4.602115,1421698,1.738148,20079413,1.432138,774563,1.550773,15870897,1.278311,664649
366,,2.969865,402806,-1.414721,526108,1.336554,33499,2.453843,159608,1.25943,549683,11.787885,242007,4.290654,848367,2.641313,23907,-1.405141,10671,1.330813,253947,-3.054725,11102,1.43376,164715,4.628935,1893656,2.169457,35255,3.068284,888648,1.405705,13861,1.096963,54886,2.252454,879583,-2.076063,39216,2.068208,746101,3.216266,1283592,1.197679,19327,2.592252,908751,1.079874,19940,2.841434,82948,-2.682535,56934,-1.233258,29390,1.59503,500506,1.523651,683943,2.271359,47734,1.839658,570742,1.769598,27892
365,,2.78392,1153141,-5.634407,403426,2.387705,1632500,-3.569699,497054,-1.141304,3276393,5.501773,967729,-1.145484,2950727,6.317645,977503,9.75557,1140763,-4.717424,315456,2.394609,1548346,-25.287369,86619,,,,,-4.722654,436176,-1.726445,40622,2.630328,1242964,-16.973133,217289,1.643617,1401976,-14.222666,265741,-6.913188,654888,9.282269,1699216,-3.205381,487899,1.561341,128615,,,,,4.182208,1443471,-20.090899,148727,-2.152552,2389077,5.198085,1251512,-1.961288,1938931,4.686771,905482
364,,,,,,,,,,,,,,1.510218,742525,-1.78811,12587,3.596385,625177,1.135999,2513135,-1.127085,931739,-1.21706,2922957,1.166149,4798075,-1.516465,107778,-1.237951,3968112,1.425196,238357,,,,,,,,,1.677772,4763542,1.485003,170480,2.146905,5500986,1.300965,175581,,,,,,,,,1.96397,8660817,1.136522,234644,1.380575,5248945,-1.074035,179844
362,,1.72252,851508,-4.16424,651441,1.547904,1845936,-3.556994,870066,-1.218755,3439509,1.314387,259173,-1.331681,3191951,1.178838,229380,4.268528,2027810,-1.100259,5494840,1.24311,654121,1.08384,1931955,2.141678,6893037,2.605624,333133,1.623624,7614394,2.355411,376082,2.015694,1191123,-2.447552,1884305,1.020278,871458,-2.347954,1611900,1.583925,12183007,1.924329,598478,-1.10476,2637141,2.10685,323310,2.351948,2080108,-4.059077,1139934,3.234304,1078527,-6.485934,445107,1.970839,7118969,1.457675,246510,1.389802,5378038,1.639356,322290
361,,1.610983,933226,-3.425512,928019,2.276862,877916,-4.16858,240044,1.142543,9490567,2.365053,924090,1.35108,11883460,2.870959,1155936,3.149328,480712,-4.590623,423152,-1.421888,337966,-3.963135,410755,-1.437597,6823397,2.826804,1101496,1.225917,5860542,3.312529,539141,2.764385,1600515,-1.880505,2402912,,,,,1.019188,4959586,1.757875,345882,,,,,,,,,2.185997,628658,-2.523123,986764,1.607833,21939410,1.897616,1212272,2.822736,12729431,2.01714,462144
359,,1.371723,676465,-2.428001,1114593,1.063509,1002076,-1.568223,1559245,1.395522,2892553,1.659151,161765,1.354389,2257556,1.461272,111499,,,,,1.347866,578345,1.137908,1653981,3.757846,6303808,1.934444,128905,2.815156,7158216,2.219344,192129,1.469935,531052,-1.702005,1656644,1.221291,445159,-1.399004,1154454,2.615421,9274393,1.44359,206984,1.411829,10089273,1.222834,460288,,,,,2.498622,141351,-2.92397,167499,6.194405,9052017,1.050875,71896,2.384628,4933369,1.703384,179035
357,,2.362031,360043,1.135509,949830,2.355611,583091,1.341312,861639,2.045518,1923556,2.063892,91294,1.896816,1619803,2.110921,82519,4.158326,285021,2.023088,1764713,1.517426,413357,-1.178367,783106,,,,,4.48854,6074857,2.957528,136278,1.802612,153669,-1.026906,647895,1.389938,232003,-1.244301,594391,2.012467,8608809,2.25506,390051,2.117018,7341613,1.564617,285798,,,,,2.105611,169501,-1.496091,465825,7.338361,8144754,1.904523,98963,2.397142,5724530,2.03925,247411
355,,2.802394,1158692,-1.347363,1683995,1.675302,3381287,-1.378285,3800253,-2.027875,2659897,2.89295,734008,-1.338065,4136405,2.703535,684979,5.662596,1712763,-2.736529,1406639,1.101505,1139781,-1.713839,2045260,1.763494,18668951,2.107281,886172,1.599666,9355430,2.882484,573941,5.396433,3354256,-4.02928,1203963,3.141689,3488260,-2.594551,1896195,2.173417,10750192,1.616824,323359,1.819628,7325629,1.943862,412204,1.408823,765605,-1.514706,1877019,3.221903,1379651,-3.00416,1234015,2.408127,16237917,4.828136,1524187,1.944729,7277114,3.949636,750861
353,,,,,,-1.42798,99175,1.353462,497431,4.851982,6789360,-1.437168,45799,3.897592,6267309,-1.572165,46820,2.504874,200252,1.256512,1278376,,,,,1.666348,1537617,1.192637,43716,2.166603,3602561,1.044115,59108,1.318915,324834,1.892595,3637924,,,,,2.525395,3365563,1.010575,54456,2.760067,3489716,-1.64787,40414,1.077504,240322,1.919721,2240071,1.219434,46934,-1.134582,293684,1.381637,1780019,-1.276007,47270,1.607528,1701245,-1.694337,31733
352,,,,,,-2.067252,169453,1.791847,1628945,3.413877,5385809,1.213342,90041,3.917233,5263553,1.111042,68340,,,,,-1.645112,114072,1.436737,913346,,,,,,,,,1.293091,169648,-1.450856,705743,-1.488576,153157,1.324353,1337862,,,,,1.562862,2941631,1.202846,119251,1.315314,448267,-1.168559,1525828,1.123258,203475,-1.27272,1232212,2.196014,4579771,1.495871,146053,,,,
351,,3.055871,3079316,-11.112557,497613,2.701671,4063816,-7.662572,509436,-3.134617,1554212,3.606695,826529,-3.183969,2011431,3.680729,1079078,9.465752,4011152,-6.677127,807654,2.787058,4090417,-7.602244,653978,-2.640589,2244106,4.842716,1139942,-4.496039,1605398,5.892325,1447990,4.517139,4256506,-6.46363,1137796,1.73319,1294895,-2.030058,1630721,-4.920899,1144807,3.906029,889736,1.17525,5382517,1.354835,326833,-2.45203,10680,1.982447,271611,5.217235,3601653,-7.833702,762924,-3.701542,1668175,4.008768,1158892,-4.000001,1396364,3.435666,974927
350,,2.754122,946577,-1.66825,1130572,1.349905,368515,1.035418,733551,2.17934,11699237,2.261153,570974,2.235873,12936386,2.502068,662689,8.672563,847416,-1.143905,1087077,2.490206,645464,-1.184818,741086,-1.673459,9920358,3.400166,2242292,1.445477,2641810,4.755915,295931,,,,,1.366768,548936,-1.164809,1527818,-1.324588,3839687,1.526094,313839,1.028068,3239909,1.782915,295955,-1.51147,311184,-8.98431,273893,1.595196,139764,-1.235438,613970,1.32384,7646112,3.702802,1001252,1.837385,6711698,3.223877,598292
349,,1.838373,207376,-3.028756,204384,1.386423,204676,-1.331231,287793,2.68162,1660189,-1.057849,27529,2.093639,2511811,2.733597,150129,8.142422,424392,-3.242905,204541,1.479225,123530,-2.048062,138127,-1.293172,859076,2.926058,129128,1.193629,1384050,2.626314,103680,,,,,1.784003,190286,-1.021803,462534,-1.532289,451957,2.354129,65920,-1.171125,511038,1.918509,60479,,,,,2.291629,157961,-1.012297,589501,-1.971829,416348,1.679693,64560,-1.523156,458786,1.532547,54409
348,,-1.040486,260704,1.633943,2432243,-1.380766,233082,3.142056,2624251,2.340876,5361840,-1.333503,80797,2.470079,4855127,-1.485908,60554,,,,,-1.701593,102583,1.222121,722651,2.439262,4055620,-1.075918,61386,2.025723,3287699,-1.385691,39876,-1.087248,199514,1.056318,1788330,-1.286848,189653,1.965866,2125888,1.912658,3797231,-1.073435,74783,2.17682,3993353,-1.405875,68731,-1.368461,204392,-1.154879,1267094,1.388772,123937,1.512958,1168917,2.822423,4770074,1.054465,83434,,,,
347,,1.296229,260653,-1.412432,781268,-1.359016,244802,1.432268,1236592,3.767856,5348823,1.369168,91427,4.197408,6129866,1.199843,80212,4.840385,154533,1.534441,623437,-1.170712,137985,1.167586,638931,,,,,1.292393,1497206,1.386714,54694,1.623595,165719,-1.921311,414618,-1.034286,211500,-1.20422,804905,1.525024,2228238,1.804818,106627,1.49661,1658451,1.43103,83527,1.779692,368797,1.781803,1931751,1.882873,272925,1.272182,1596461,1.957283,1877765,2.102374,94429,,,,
346,,,,,,,,,,1.35354,1181092,2.22901,91491,1.544855,1030001,2.231926,68120,6.490386,507820,-1.122895,886750,1.523984,183536,-1.125741,362398,-1.10808,856670,3.377261,127350,1.014098,1246944,4.149081,173694,,,,,,,,,-1.169736,1321005,2.387867,149194,-1.124577,825750,2.041165,99839,1.671324,122095,-1.592636,239977,2.947771,384516,-3.979615,283770,1.248936,1609373,2.791473,168406,,,,
345,,1.275415,337652,-1.255823,1156847,-1.046757,239433,-1.26129,515677,1.442052,2339767,1.992957,152105,2.081756,2819453,2.100169,130207,3.443587,461722,-1.531898,1113886,-1.233159,218711,-1.081149,845060,2.732466,8533800,-1.085109,114331,3.245199,3989723,1.380058,57765,1.0369,283198,-1.372736,1552807,-1.523044,259373,-1.068369,1638383,2.840742,7236183,1.283905,132239,,,,,,,,,1.20331,25313,1.288193,234603,3.413769,2305352,2.627506,83072,3.697133,3189680,2.520048,110457
344,,3.028638,162462,1.45995,429763,2.450924,206924,1.904754,417333,3.810973,1058946,8.014008,104747,3.65941,571999,6.028519,43136,4.636562,67701,1.883597,350016,-1.365641,65265,1.007353,304146,2.491503,1656387,4.83769,127758,2.885265,951724,4.806729,53981,1.291151,46985,1.999717,567939,1.087093,83982,1.571744,538023,2.758447,986880,4.015275,58085,3.234972,888019,3.095597,44759,2.425347,232237,-1.8485,271011,1.20344,39457,1.499893,425742,4.148317,1651271,2.339228,43594,3.420594,1227819,1.110317,20248
343,,2.696841,3731226,-8.129402,933951,2.465933,2279859,-7.805404,307393,-2.950768,2073343,4.16741,1199296,-3.797938,913338,5.195488,824994,10.411222,5533950,-6.896444,980865,3.12287,1889876,-6.747754,303811,,,,,-4.267641,1771245,5.398432,1389313,3.914069,3723050,-8.720389,851306,2.781782,2179707,-6.208609,559217,-9.560006,587403,3.351917,761091,-9.255686,449178,2.889515,632756,1.717946,1298152,-2.794306,1414786,3.516634,1959759,-20.425608,236204,-4.547101,1829022,2.617854,1019311,-4.910423,1550119,2.233674,863786
342,,,,,,,,,,,,,,1.4332,1103332,1.989234,70102,3.396921,192892,-1.145121,631071,-1.11179,151964,-1.163815,491771,,,,,1.905168,1587316,1.638272,46471,,,,,,,,,,,,,1.406011,1197996,1.260924,56590,1.212434,178352,1.48308,1141388,2.116928,100553,-1.044022,393882,4.772217,4004763,2.05539,80753,3.770003,2565705,2.119599,73286
341,,-1.394557,62401,-1.752072,272560,-1.58992,100886,-1.008775,412643,,,,,3.241732,2059320,1.194127,34725,1.936293,55973,-1.105833,332674,-2.09735,41513,-1.07858,273455,1.914775,1108399,-1.13202,20313,,,,,2.60848,180584,-1.216563,444128,-1.694938,58882,-1.246807,354680,1.42296,724862,-1.135279,18143,,,,,,,,,1.208527,66543,-1.022663,466123,1.533381,836075,1.062788,27130,,,,
339,,,,,,,,,,2.265413,4348657,2.208128,199382,1.59447,2571083,2.135365,157622,,,,,,,,,1.301336,4086360,1.867106,232898,1.781502,3047202,1.683106,98015,2.875095,2355668,-2.300541,2779604,2.53758,559777,-1.475086,662640,,,,,,,,,,,,,2.970584,337362,-1.786188,550445,1.335018,3159277,2.329085,258044,1.147456,1779886,2.064833,162721
336,,1.340782,10010666,-2.299421,17818571,1.121009,15174943,-2.049445,17141321,-2.507986,21233874,2.605861,6527690,-2.71104,13042744,2.674401,4328888,,,,,2.336829,7209772,-4.11318,2540974,-3.137881,20776301,2.001568,5183518,,,6.638052,10225244,,,,,1.733099,25602792,-3.271508,20008540,-2.073114,12676765,2.640819,2806204,-2.170735,14812100,1.954452,3310037,1.668081,17428630,-3.110396,17574348,1.760588,4128039,-1.525632,13305255,-1.943769,13670233,2.009429,2499775,-1.802817,12015089,1.868819,2056593
335,,,,,,1.024019,6484238,-1.213724,13539220,-1.518937,29953076,1.6385,3506562,-1.481329,26887261,1.813967,3307290,,,,,,,,,-1.626212,33188582,1.839332,3943443,-1.534152,18943794,1.164208,1151945,,,,,1.000331,5733105,-1.570022,16174840,-1.359714,13777752,1.915284,1450802,1.002379,25301377,-1.239271,1072828,1.428634,6222689,1.706038,38877183,1.60936,1609234,1.962793,16991324,1.053534,24119715,1.096791,1175588,1.076264,18931745,-1.019211,876819
334,,1.732672,23351156,-3.61134,20479065,1.369774,25883022,-2.861175,17138960,-2.496215,16102506,2.992713,5658410,-2.648477,14446738,3.189686,5586745,7.092018,16213854,-4.631456,6282028,1.77595,11029656,-2.668272,7884692,-3.069378,10857130,2.304475,3050612,-2.773659,13790533,2.507944,3266013,2.058528,25916474,-3.284121,29919275,1.830006,12498455,-3.62481,8348687,-1.610944,16825307,2.742554,3005714,-1.780647,12459325,2.243217,2621368,1.764376,20874334,-5.262471,11761984,2.873038,12556494,-4.997445,7571219,-3.332637,15613375,2.385384,5810999,-3.113209,12988882,2.247559,4617358
