BVAExport,Image,Gel_1_Run_1_Pig_1807_45034 CY3.gel,,Gel_1_Run_1_Pig_1807_45034 CY5.gel,,Gel_1_Run_2_Pig_1807_45046 CY3.gel,,Gel_1_Run_2_Pig_1807_45046 CY5.gel,,Gel_2_Run_2_Pig_4810_45047 CY3.gel,,Gel_2_Run_2_Pig_4810_45047 CY5.gel,,Gel_2_Run_2_Pig_4810_45047 CY3.gel,,Gel_2_Run_2_Pig_4810_45047 CY5.gel,,Gel_3_Run_1_Pig_1209_45036 CY3.gel,,Gel_3_Run_1_Pig_1209_45036 CY5.gel,,Gel_3_Run_2_Pig_1209_45048 CY3.gel,,Gel_3_Run_2_Pig_1209_45048 CY5.gel,,Gel_4_Run_1_Pig_1906_45037 CY3.gel,,Gel_4_Run_1_Pig_1906_45037 CY5.gel,,Gel_4_Run_2_Pig_1906_45049 CY3.gel,,Gel_4_Run_2_Pig_1906_45049 CY5.gel,,Gel_5_Run_1_Pig_3908_45038 CY3.gel,,Gel_5_Run_1_Pig_3908_45038 CY5.gel,,Gel_5_Run_2_Pig_3908_45050 CY3.gel,,Gel_5_Run_2_Pig_3908_45050 CY5.gel,,Gel_6_Run_1_Pig_3106_45039 CY3.gel,,Gel_6_Run_1_Pig_3106_45039 CY5.gel,,Gel_6_Run_2_Pig_3106_45051 CY3.gel,,Gel_6_Run_2_Pig_3106_45051 CY5.gel,,Gel_7_Run_1_Pig_2107_45040 CY3.gel,,Gel_7_Run_1_Pig_2107_45040 CY5.gel,,Gel_7_Run_2_Pig_2107_45052 CY3.gel,,Gel_7_Run_2_Pig_2107_45052 CY5.gel,,Gel_8_Run_1_Pig_2712_45041 CY3.gel,,Gel_8_Run_1_Pig_2712_45041 CY5.gel,,Gel_8_Run_2_Pig_2712_44495 CY3.gel,,Gel_8_Run_2_Pig_2712_44495 CY5.gel,
,Group,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,,Whole,,Depleted,,Whole,,Depleted,,Depleted,,Whole,,Depleted,,Whole,
Master No.,ProteinID,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume,Std Abund.,Volume
418,,1.187391,807900,-1.831518,2038633,-1.609825,321204,-1.051548,1276125,2.887028,9843358,1.078234,163834,2.887028,9843358,1.049704,163834,-3.220418,91816,1.112291,4185524,,,,,2.281133,17516627,-3.892439,78366,2.550332,9457053,-5.479522,23040,2.168755,1292968,-1.787851,2602538,-1.130438,292895,-1.589656,922901,2.473207,7829678,-1.112037,115110,2.520916,8328960,-1.314006,132440,,,,,1.479437,327370,-10.585072,180982,1.526995,4399993,1.224997,165256,1.447604,4004781,1.406999,197754
417,,-1.481594,148281,-1.777046,678426,-2.359,109049,1.042719,696113,1.305799,1557169,-1.133556,46883,1.305799,1557169,-1.164365,46883,,,,,,,,,1.573975,2639153,-1.137347,58563,1.661361,1878148,-1.220348,31539,-1.620608,77509,-2.059832,475937,-2.156521,113500,-2.064596,525308,1.02926,921915,-1.419224,25519,1.164762,1102508,-2.275654,21909,,,,,,,,,1.366122,1337268,-1.589836,28826,1.530659,1490806,-1.770177,27953
416,,,,,,,,,,1.301085,355528,-1.650326,7379,1.301085,355528,-1.69518,7379,,,,,,,,,2.134041,847074,-1.078944,14614,2.209329,934475,-1.526594,9433,,,,,-2.419171,30248,-1.247584,259892,1.908016,660790,-1.150736,12169,2.161409,627284,-1.909157,8007,-1.286015,339353,-2.161402,1056358,-1.250404,79730,-2.528048,341408,1.691523,724783,-1.220214,16440,2.138011,858992,-1.493292,13669
415,,-1.895807,366943,-1.802576,2117803,-2.346342,502604,-1.130435,2707286,,,,,,,,,1.48108,351260,-1.160666,2600422,-2.405744,313290,-1.131873,2255702,1.596818,9587825,-1.817196,131254,1.606903,8070736,-1.609872,106218,-1.490592,341598,-1.871295,2123650,-2.323347,336757,-1.846697,1877304,1.115004,5137052,-2.148683,86699,1.082536,4973817,-2.758034,87747,,,,,-1.685656,202307,-2.779548,1062166,1.412592,6262149,-2.49116,83313,1.409788,5568074,-2.888934,69457
413,,-1.761425,70860,-1.498516,457078,-2.421513,60827,1.019049,389530,,,,,,,,,1.9163,97111,-1.038101,621250,-11.509653,12449,1.729083,839259,1.867489,1760339,-1.616495,23164,1.846982,1617587,-1.536904,19401,-1.827028,44956,-1.796421,356842,,,,,1.451494,1038365,-1.979179,14615,1.40053,1031976,-2.434244,15944,,,,,,,,,1.634317,1135453,-2.055793,15822,1.597313,1144195,-2.412498,15085
411,,-1.412238,380866,-1.692435,1744033,-1.644754,561376,-1.016094,2358217,1.423446,7340291,-1.338516,171691,1.308298,5249566,-1.079949,170082,1.91401,351750,-1.212489,1928915,-1.939738,304671,-1.168441,1713368,1.651041,7849943,-1.325957,142439,1.694422,7018957,-1.122632,125626,-1.161301,342634,-2.231749,1391493,-1.634925,397628,-2.096401,1374042,1.291302,4638056,-1.215306,119501,1.292315,5001875,-1.598273,127555,-2.039559,242908,-2.058573,1259101,1.03899,311074,-2.723807,951618,1.812881,6969957,-1.288851,139658,1.810287,5654439,-1.456068,108984
409,,-3.533893,181425,1.152861,4056149,-4.659681,106986,1.894659,2451189,5.041582,26300898,-2.656503,87517,5.041582,26300898,-2.728703,87517,,,,,,,,,3.260882,17287701,-2.277707,92460,3.107185,7646923,-2.185241,38343,-1.527237,402253,2.789326,13373841,-2.318476,193215,2.532328,5026468,3.084207,14974377,-2.496951,78622,,,,,,,,,,,,,2.77622,14638752,-2.17628,113434,2.93997,16904898,-2.253651,129624
408,,-1.486267,50396,-1.330987,308820,-1.478452,75533,1.231616,356929,,,,,1.499168,919710,-1.470706,19095,2.58803,75564,1.95751,727362,,,,,4.554565,2791910,-1.222343,19921,3.179276,2542817,1.203217,32764,-1.352255,47329,1.010877,504935,-1.441965,66273,1.008122,426878,3.240605,2091508,-1.065729,24487,3.191868,1942146,-1.183599,27078,,,,,,,,,2.761028,1524957,-1.675934,15429,2.72432,1513362,-1.344351,20993
407,,-1.280686,48735,-1.131803,302621,,,,,,,,,,,,,2.613433,62022,1.987459,600252,,,,,4.223075,2519707,-1.184292,20013,5.143835,1919765,1.079917,13722,,,,,-1.438085,37866,1.1726,282933,3.054902,1893467,1.157945,29020,2.990808,2087676,-1.046451,35135,,,,,,,,,3.678301,1215433,-1.565952,9879,3.251583,807992,-1.622479,7781
406,,,,,,,,,,,,,,,,,,1.760074,20535,2.041273,303086,,,,,3.995051,1290075,1.004716,12888,4.195347,1116389,-1.616648,5604,-1.273728,19233,1.294008,247407,-2.099341,14368,1.388857,185625,4.238131,817605,-1.023543,7621,4.001347,906595,-2.322722,5138,,,,,,,,,2.839703,815175,-1.687541,7964,3.510338,586261,-1.55943,5441
405,,,,,,,,,,1.895985,566854,-1.537682,8665,1.895985,566854,-1.579475,8665,2.027669,41447,-1.166394,223024,-3.402819,23337,1.123199,302151,5.030637,3058371,-2.151254,11226,5.1897,2096941,-1.522418,9036,,,,,-2.659123,11391,2.275288,305377,4.308006,2217714,-1.512395,13763,4.878093,1830930,-1.722723,11476,,,,,-1.461991,29944,-2.038609,185912,4.285541,2344395,-1.138233,22501,4.122941,1181773,-1.095979,13287
404,,,,,,-1.991151,39969,1.304167,269354,,,,,,,,,,,,,-1.199668,47279,-1.259573,152542,3.585593,2568519,-1.428936,19914,3.362306,2177086,-1.287508,17122,1.62159,81893,-1.18705,332038,-1.131333,67223,-1.035129,325547,2.404447,1054552,-1.716728,10330,2.695317,1137609,-2.740899,8111,,,,,,,,,2.031046,870341,-3.201236,6267,2.181409,787598,-2.318374,7912
403,,1.641254,245006,1.439349,1179108,-2.022575,17419,2.644799,241815,1.573017,680431,-1.556767,12383,1.944665,1727273,-1.966693,20674,2.332819,195214,-1.375805,774059,-2.601746,69091,-1.161902,524083,4.10364,7911341,-1.119041,68436,4.554215,4975313,-1.685045,22073,1.239285,124440,1.702044,1333862,-1.046697,90045,2.463106,1028640,3.702343,6028388,-1.529931,43033,4.405301,3869657,-2.859936,16178,-1.621368,74937,-1.034636,614383,-1.598802,44478,-1.306362,471263,3.075456,6165892,-1.157801,81070,3.518861,2181310,-2.761114,11406
402,,-1.845391,100330,2.592953,2634513,-2.540902,177753,3.481806,4081052,8.273292,24635142,-1.698687,78120,8.273292,24635142,-1.744856,78120,,,,,,,,,3.82618,7401145,-1.911757,40193,3.722089,7493334,-1.486803,46100,-1.276973,183429,5.413269,9896014,-1.851089,195956,5.50308,8844867,3.642112,5483600,-2.146015,28368,,,,,-1.509422,69977,-1.289892,428412,-1.085625,12526,3.556722,418725,2.267176,2962503,-2.287896,26739,,,,
401,,,,,,-6.597694,44427,5.429877,4130397,6.97568,13750085,-4.455073,19718,6.97568,13750085,-4.576157,19718,1.664114,26620,2.088712,425211,,,,,3.144634,6609338,-5.714619,14610,2.848684,3339272,-6.662645,5990,,,,,-5.395801,55399,5.636437,7465555,4.536435,8357107,-7.67608,9704,4.702667,5679544,-8.47059,7510,-1.495968,75521,-1.134376,521053,,,,,3.450366,6678947,-6.289073,14410,3.769027,4014982,-6.201429,8727
398,,-1.535055,67288,-1.128666,502207,-1.788094,98054,1.447285,658525,2.237593,2141680,-1.200913,35519,3.440361,1576431,3.134917,65757,2.61824,84509,1.176032,483074,-1.416512,46800,2.02326,454361,2.535903,1951863,-1.192984,25629,2.327116,1759005,-1.220453,21086,1.037005,81283,1.140869,697920,-1.491315,74350,1.390112,682967,,,,,2.1317,1438892,-1.535007,23162,2.201516,141564,1.630951,548682,2.119782,122719,1.122721,562703,1.803368,1307940,-1.321126,25702,1.590938,916432,-1.469572,19914
397,,-1.389098,62580,-1.231154,387474,,,,,1.944665,1727273,-1.914655,20674,2.237593,2141680,-1.233553,35519,3.836799,151693,1.183105,595279,-2.378325,14700,2.44852,289985,2.489288,2042505,1.103731,35975,2.393148,2285749,1.17307,38146,1.275379,102327,-1.024305,611326,-1.315619,99758,1.271317,739318,2.127461,1748447,-1.017319,32665,2.169334,1849639,-1.5474,29023,,,,,-1.251071,55202,-1.338419,446716,2.047732,1489013,-1.473933,23097,1.939605,1268305,-1.295419,25645
396,,,,,,1.49552,169391,2.704467,794955,2.489761,629610,2.218069,24997,2.489761,629610,2.159379,24997,7.392645,165308,-1.142495,249081,-1.247411,74725,1.702064,537446,3.411165,1664425,2.645264,51272,2.747709,1271613,2.708339,42673,2.831368,211459,1.841707,1073499,2.015856,192189,2.15769,911502,3.790913,1721797,3.071195,56402,3.235126,1738501,2.03619,57635,,,,,,,,,2.157722,882747,2.055236,39365,1.869073,541474,1.605838,23635
395,,1.414619,195556,-1.07767,703935,1.344204,255172,1.176455,579570,2.9081,1756865,2.650123,71350,2.9081,1756865,2.580002,71350,2.828248,60459,1.631172,443756,-4.913682,16852,1.599656,448713,2.840787,1561319,2.585783,56454,2.475937,1564475,3.231997,69529,,,,,1.126515,81812,-1.391294,231292,2.078232,1451157,2.135206,60285,1.78006,929767,1.952813,53726,-1.530374,62440,1.708261,854011,-1.96113,89077,5.980644,9044960,2.381355,2683831,1.564737,82562,2.167604,1546862,1.644964,59639
393,,3.57275,902452,-1.38652,999728,2.598156,976512,1.037583,1012040,2.464401,5518196,3.587293,357974,2.464401,5518196,3.492374,357974,8.796882,759960,-5.646933,194693,2.489007,567089,-8.728868,88420,1.602041,4296922,3.561291,379438,1.5474,2278654,4.812458,241273,4.237637,1638028,1.805657,5447334,2.439707,1178227,1.870846,4003399,2.529885,8497336,2.601094,353254,2.741112,7779876,2.110194,315466,,,,,,,,,2.171149,6375856,2.538655,349028,2.024062,2804768,2.075867,146142
390,,-1.081023,309600,-4.520251,406312,,,,,-1.775655,1226528,-1.214146,79940,-1.775655,1226528,-1.247145,79940,3.044544,406785,-1.719566,988837,,,,,-1.072476,2003805,-1.587081,53789,-1.133557,1951454,-1.16383,64711,1.25749,287873,-4.077156,438218,-1.018952,360904,-3.519834,462938,-1.209865,1830287,1.653195,148023,-1.059281,2198865,1.422961,174577,-1.004365,225364,-3.714601,318796,,,,,-1.212159,1923607,-1.286399,84861,-1.119219,1740862,-1.257084,78744
389,,1.354766,126172,-1.870297,273259,,,,,-1.396414,503443,1.311322,41084,-1.396414,503443,1.276625,41084,,,,,,,,,-1.054177,886550,1.166815,43318,-1.174551,950163,1.516509,57621,2.219496,263631,-2.198131,421735,1.416301,212068,-2.783721,238338,-1.053592,528942,2.627239,59201,-1.05636,678208,2.163063,81626,1.939111,142810,-1.664529,231480,,,,,-1.196271,603912,1.264646,42774,,,,
386,,1.144662,176113,-3.601165,234454,,,,,3.096249,766125,1.68557,18587,3.096249,766125,1.64097,18587,4.85796,462920,-3.658736,331453,1.278666,292469,-3.12874,247649,-1.347485,2063397,2.801229,309389,-1.092757,1998891,3.331209,247731,6.270122,1824208,-3.691339,615128,3.853195,1584786,-2.686485,678367,-1.989913,901121,2.931686,212561,,,,,,,,,,,,,-2.307606,419911,1.735323,78724,,,,
384,,,,,,3.033044,486376,-2.913033,142860,-1.186126,430433,2.490064,56656,-1.186126,430433,2.424178,56656,6.088959,245521,-3.672328,139735,1.872078,211579,-2.804332,136522,-1.633151,517792,-1.305747,25726,-1.386367,436440,1.235918,25460,,,,,-1.142909,93112,-2.618201,180100,-2.161492,350048,4.64444,142090,-1.735987,408129,3.92922,146634,3.842276,1364944,-3.989143,465903,,,,,-1.824927,581557,11.236729,558323,-2.069342,311682,11.102356,363799
383,,1.325986,289307,-2.805817,426724,1.065766,237128,-1.539992,374943,1.176917,1087779,2.776779,114376,1.176917,1087779,2.703306,114376,4.359565,337122,-2.533879,388382,1.201885,252047,-2.044512,347466,1.070601,1887683,2.303386,161331,1.244659,1701994,2.846649,132528,5.174933,901687,-2.316338,587084,3.613845,728682,-1.777569,502622,-1.216518,1043745,2.392313,122823,-1.010577,951469,1.935084,98005,2.537305,716264,-4.740151,311571,3.809328,276563,-1.98506,316635,-2.139373,475547,4.085467,194594,-1.749359,509651,3.895934,176468
382,,3.269584,379705,-4.490235,141929,2.674678,383754,-2.984145,124774,-1.324867,561765,2.490435,82604,-1.324867,561765,2.424539,82604,5.156642,285635,-4.286872,164439,1.62656,123641,-2.856879,90133,,,,,-2.026736,319970,3.10558,68567,,,,,1.937086,217937,-6.488343,76833,,,,,-1.734948,262358,3.515901,84295,3.100738,466230,-2.353603,334234,,,,,-2.056372,352407,8.873965,301073,-1.809045,287265,8.358996,220693
381,,4.089342,1958140,-9.034543,290851,3.279813,1558631,-11.37794,108391,-3.124321,656008,4.832827,441433,-3.124321,656008,4.704951,441433,,,,,2.849748,1364187,-11.93452,135877,-3.478804,875445,7.772089,940256,-6.208872,324146,3.951164,270735,4.766691,1634376,-4.15377,644234,1.992355,1231342,-13.849237,197736,-7.25938,330749,3.166365,307403,-7.459413,320166,2.614447,328885,,,,,-2.600857,37470,-1.928717,437440,-4.108623,601709,4.037674,467328,-5.147181,380718,4.235771,421704
380,,3.267593,4839471,-22.08629,367988,2.861493,1784697,-6.549249,247140,-7.222753,457124,6.140905,903583,-7.222753,457124,5.978418,903583,11.078349,6942848,-14.848942,537116,3.947895,2712901,-23.573944,98746,-5.345486,2343913,-1.093035,455349,-8.954644,691619,-1.20663,174746,2.956745,1345993,-12.996251,273377,1.811345,1195854,-11.894388,245943,-8.330482,509686,3.842893,659751,-8.698438,479549,3.001751,659528,1.998962,1058817,-6.141602,451215,2.37053,750584,-15.473975,177149,-5.645695,1001331,5.900134,1561582,-6.303671,743973,5.195422,1237867
379,,-1.367384,397804,-2.41119,1237983,1.276618,1635048,-1.912443,1737976,-1.342261,3092166,1.124433,207985,-1.342261,3092166,1.094681,207985,4.784305,1174744,-1.545193,2022286,1.30854,922047,-1.352665,1764653,-1.389142,3840226,1.259459,266893,-1.356084,3726027,1.563387,268946,2.728413,1739731,-3.152171,1578750,1.806586,1502146,-2.309219,1595467,-1.176691,3556542,2.20511,373138,-1.119916,4008352,1.750347,413866,2.417861,1484958,-3.9721,808931,2.836273,918962,-4.906502,571695,-1.164979,3928171,1.408253,301715,-1.288274,3050251,1.32843,265207
378,,,,,,1.390789,528122,-4.157606,237024,-1.63378,808758,2.527653,148843,-1.63378,808758,2.460772,148843,5.952822,915279,-3.025767,646690,1.492306,517615,-2.022737,580889,-1.44281,2439270,2.108006,294707,-1.107612,1934160,2.109966,153894,2.589386,318283,-4.406638,217701,1.984667,310674,-4.450942,155835,,,,,,,,,1.535932,926839,-3.974873,794251,3.28515,585428,-5.511497,279921,-1.421356,1521530,2.172454,219959,,,,
376,,1.396005,1710003,-2.901111,2317032,1.181308,1530262,-1.615348,2081130,,,,,-1.891335,3222420,-1.375801,202787,4.039914,1101875,-1.502228,2310603,1.160048,912987,-1.36091,1959038,-1.167129,5584230,1.131515,292949,-1.214946,1980509,-1.011044,81027,2.639792,1868831,-2.707322,2040852,1.423956,1193481,-1.488633,2494772,-1.105368,4131673,1.785774,329768,-1.035763,4909176,1.610675,431381,1.919414,328338,-3.434513,260577,2.489311,1241210,-4.35605,990969,-1.055101,4964046,1.223141,299926,-1.086193,4063280,1.153456,258635
374,,-1.562183,2200404,-2.551611,7392757,-1.812854,2778353,-1.592433,8208268,1.1201,16113176,-1.276436,502255,1.1201,16113176,-1.311128,502255,2.827208,3512896,-1.04099,15190149,,,,,1.374159,36869813,-1.420758,750177,1.382081,32413024,-1.196262,667461,1.203912,3279911,-2.235607,9510930,-1.306844,2696690,-2.0784,7513203,1.311489,31041021,1.106152,1058608,1.235427,20470473,-1.188807,734148,-1.086962,2711283,-2.632143,5857719,1.382315,2510669,-3.421423,4595814,1.452901,30767287,-1.158846,855530,1.16254,22804215,-1.176824,846834
373,,1.154039,3836005,-3.075663,5930707,-1.097437,5016531,-1.84823,7730180,-1.101168,12185150,1.048075,626723,-1.101168,12185150,1.020343,626723,4.089583,5171441,-1.392813,11554225,,,,,1.378968,20189812,1.402652,815789,1.581069,19768915,1.526266,649723,1.747735,3331022,-3.251989,4574083,1.13537,3296436,-2.684505,4792283,-1.029967,24185027,2.016193,2030725,1.100324,13622913,1.08896,710143,1.51179,3540706,-3.126885,3918640,1.875074,2771460,-3.485558,3671172,1.059722,16227076,1.178311,844727,1.022418,21471540,1.380651,1473062
372,,1.311943,1522968,-2.369552,2688414,1.055218,1905659,-1.408209,3328117,-1.548355,406786,-1.625147,17272,-1.548355,406786,-1.669317,17272,3.42625,1891613,-1.322378,5313229,1.033334,1308302,-1.198829,3577612,-1.005984,9030077,-1.068217,337810,1.117419,1333213,-1.028482,39496,2.335991,2293796,-2.139118,3582614,,,,,1.054899,8987859,1.446604,498361,1.205923,10064467,1.230657,540994,1.314523,1066327,-3.370563,1259124,2.023628,1042473,-4.266915,1045218,1.238553,11779875,1.10122,490352,1.028575,5640085,1.00721,280590
371,,-1.355198,61852,-1.277823,359975,,,,,1.639433,1101438,2.176686,65172,1.639433,1101438,2.119091,65172,3.861048,147136,-1.02823,471655,,,,,2.717384,1024025,3.488078,52215,2.34007,1438628,2.463738,51568,5.46246,126691,2.247065,406747,1.718677,100494,1.757357,455308,2.762766,660660,5.050558,48834,2.034785,953013,2.79095,68852,,,,,2.765338,88182,1.266996,349779,2.233394,410997,5.960063,51349,,,,
370,,-1.514887,759977,-2.037902,3100158,-1.879828,940590,-1.253655,3660184,1.554338,11283467,1.002126,324204,1.554338,11283467,-1.024999,324204,2.669888,1385740,1.347987,8903802,,,,,-1.262091,6160772,-1.36728,225901,1.326406,10337071,-2.005808,132281,1.015385,888258,-2.291851,2979019,-1.756827,599682,-2.084418,2239570,1.706521,10902198,1.263967,326503,1.625538,10572278,-1.072005,319565,1.063697,1025441,-2.757314,1829176,1.302675,458309,-3.51496,866540,2.658283,17713124,1.213273,378495,2.102152,15808134,-1.04039,367217
369,,,,,,,,,,-1.459905,4489807,1.564137,456905,-1.459905,4489807,1.52275,456905,,,,,1.528964,1450651,-1.072847,2995788,1.102341,5517798,1.535506,305317,1.245394,4647387,1.772944,225249,2.342419,2312832,-2.640928,2917924,1.537453,2082191,-2.748707,2183182,,,,,-1.003242,6998241,2.130971,788055,,,,,,,,,1.216039,9393501,2.073804,749990,,,,
368,,1.197732,1075142,-1.979415,2488604,-1.051053,1222524,-1.13627,2934696,,,,,,,,,3.090533,1208992,-1.229849,4047988,-1.127085,931739,-1.21706,2922957,1.056395,7556976,-1.295944,219273,1.203475,5572138,-1.280113,123141,2.163459,1598038,-1.811595,3182208,,,,,-1.048142,5606185,1.115072,264935,-1.062972,4075148,-1.51212,150891,-1.289018,128797,-1.566855,554351,1.538424,765631,-3.675057,1172374,1.27664,7745540,-1.000636,283867,1.186305,5590814,-1.070735,223614
367,,,,,,-1.55585,628240,-1.386177,1829941,1.877689,7717368,1.103787,202176,,,,,2.904514,714094,1.225808,3835352,-1.090577,698018,1.227554,3165532,-1.123495,4076832,-2.316196,78554,-1.21349,3549443,-1.798135,81553,1.13704,532765,-3.069025,1191545,-1.143363,622149,-2.429829,1297187,1.990216,9349372,1.375329,261239,2.161347,7862327,1.144777,219347,1.517788,848890,-2.761693,1059531,1.787454,589046,-3.575787,797865,3.237628,15076128,1.087143,237005,2.775336,11687899,-1.024141,208912
366,,1.102793,2302355,-2.306104,4968048,-1.099954,2502474,-1.569239,4552163,1.089951,10216638,1.331189,556083,1.089951,10216638,1.295966,556083,4.124485,2925160,1.087139,9812193,,,,,-1.007866,12617885,-1.2637,399756,-1.06941,12144454,-1.067938,414040,1.806896,2646706,-2.108747,5421248,1.225386,1941787,-1.989608,3529075,1.354409,17058324,2.103693,1071317,1.460284,11384188,1.841989,756373,1.867018,2682326,-3.397124,2212588,2.325558,1757540,-4.602115,1421698,1.738148,20079413,1.432138,774563,1.550773,15870897,1.278311,664649
365,,2.969865,402806,-1.414721,526108,1.336554,33499,2.453843,159608,4.290654,848367,2.713101,23907,4.290654,848367,2.641313,23907,-1.405141,10671,1.330813,253947,-3.054725,11102,1.43376,164715,4.628935,1893656,2.169457,35255,3.068284,888648,1.405705,13861,1.096963,54886,2.252454,879583,-2.076063,39216,2.068208,746101,3.216266,1283592,1.197679,19327,2.592252,908751,1.079874,19940,2.841434,82948,-2.682535,56934,-1.233258,29390,1.59503,500506,1.523651,683943,2.271359,47734,1.839658,570742,1.769598,27892
364,,2.78392,1153141,-5.634407,403426,2.387705,1632500,-3.569699,497054,-1.145484,2950727,6.489351,977503,-1.145484,2950727,6.317645,977503,9.75557,1140763,-4.717424,315456,2.394609,1548346,-25.287369,86619,,,,,-4.722654,436176,-1.726445,40622,2.630328,1242964,-16.973133,217289,1.643617,1401976,-14.222666,265741,-6.913188,654888,9.282269,1699216,-4.57576,1229489,6.172822,1829178,2.806374,4464756,-8.688305,958001,4.182208,1443471,-20.090899,148727,-2.152552,2389077,5.198085,1251512,-1.961288,1938931,4.686771,905482
363,,,,,,,,,,-2.355682,1055961,-1.656759,66912,1.510218,742525,-1.78811,12587,3.596385,625177,1.135999,2513135,-1.006052,451888,1.169815,1801573,,,,,-1.237951,3968112,1.425196,238357,,,,,,,,,1.677772,4763542,1.485003,170480,2.146905,5500986,1.300965,175581,,,,,,,,,1.96397,8660817,1.136522,234644,2.090199,6047482,1.110908,163293
362,,,,,,-1.457368,698833,-1.075695,2457063,,,,,,,,,2.572743,535218,-1.073248,2466808,-1.321494,400359,-1.049655,1707464,1.166149,4798075,-1.516465,107778,1.155959,2706744,-1.622714,49128,1.974403,879206,-1.507276,2305755,,,,,1.057992,3485637,-1.157484,115089,1.062913,3028362,-1.864643,80482,,,,,,,,,1.553376,8189198,-1.158911,212972,2.139382,3490961,-1.284548,64537
361,,1.72252,851508,-4.16424,651441,1.547904,1845936,-3.556994,870066,-1.331681,3191951,1.210878,229380,-1.331681,3191951,1.178838,229380,4.268528,2027810,-1.100259,5494840,1.24311,654121,1.08384,1931955,2.141678,6893037,2.605624,333133,1.623624,7614394,2.355411,376082,2.015694,1191123,-2.447552,1884305,1.020278,871458,-2.347954,1611900,1.583925,12183007,1.924329,598478,-1.10476,2637141,2.10685,323310,2.351948,2080108,-4.059077,1139934,3.234304,1078527,-6.485934,445107,1.970839,7118969,1.457675,246510,1.389802,5378038,1.639356,322290
360,,1.610983,933226,-3.425512,928019,2.276862,877916,-4.16858,240044,1.35108,11883460,2.948988,1155936,1.35108,11883460,2.870959,1155936,3.149328,480712,-4.590623,423152,-1.421888,337966,-3.963135,410755,-1.437597,6823397,2.826804,1101496,1.225917,5860542,3.312529,539141,2.764385,1600515,-1.880505,2402912,,,,,1.019188,4959586,1.757875,345882,,,,,,,,,2.185997,628658,-2.523123,986764,1.607833,21939410,1.897616,1212272,2.822736,12729431,2.01714,462144
358,,1.371723,676465,-2.428001,1114593,1.063509,1002076,-1.568223,1559245,1.354389,2257556,1.500988,111499,1.354389,2257556,1.461272,111499,,,,,1.347866,578345,1.137908,1653981,3.757846,6303808,1.934444,128905,2.815156,7158216,2.219344,192129,1.469935,531052,-1.702005,1656644,1.221291,445159,-1.399004,1154454,2.615421,9274393,1.44359,206984,1.411829,10089273,1.222834,460288,,,,,2.498622,141351,-2.92397,167499,6.194405,9052017,1.050875,71896,2.384628,4933369,1.703384,179035
356,,2.362031,360043,1.135509,949830,2.355611,583091,1.341312,861639,1.896816,1619803,2.168294,82519,1.896816,1619803,2.110921,82519,4.158326,285021,2.023088,1764713,1.517426,413357,-1.178367,783106,,,,,4.48854,6074857,2.957528,136278,1.802612,153669,-1.026906,647895,1.389938,232003,-1.244301,594391,2.012467,8608809,2.25506,390051,2.117018,7341613,1.564617,285798,,,,,2.105611,169501,-1.496091,465825,7.338361,8144754,1.904523,98963,2.397142,5724530,2.03925,247411
354,,2.802394,1158692,-1.347363,1683995,1.675302,3381287,-1.378285,3800253,-1.338065,4136405,2.777014,684979,-1.338065,4136405,2.703535,684979,5.662596,1712763,-2.736529,1406639,1.101505,1139781,-1.713839,2045260,1.763494,18668951,2.107281,886172,1.599666,9355430,2.882484,573941,5.396433,3354256,-4.02928,1203963,3.141689,3488260,-2.594551,1896195,2.173417,10750192,1.616824,323359,1.819628,7325629,1.943862,412204,1.408823,765605,-1.514706,1877019,3.221903,1379651,-3.00416,1234015,2.408127,16237917,4.828136,1524187,1.944729,7277114,3.949636,750861
352,,,,,,-1.42798,99175,1.353462,497431,3.897592,6267309,-1.530566,46820,3.897592,6267309,-1.572165,46820,2.504874,200252,1.256512,1278376,,,,,1.666348,1537617,1.192637,43716,2.166603,3602561,1.044115,59108,1.318915,324834,1.892595,3637924,,,,,2.525395,3365563,1.010575,54456,2.760067,3489716,-1.64787,40414,1.077504,240322,1.919721,2240071,1.219434,46934,-1.134582,293684,1.381637,1780019,-1.276007,47270,1.607528,1701245,-1.694337,31733
